2.474053 0.928631 7.559743  0.310262 0.413621
248.721420 -24.172897 189.381027  42.210320 42.313830 42.003560 41.900180
214.881271 -15.088237 154.478806  41.796670 41.900180
221.403076 -15.271648 154.350220  40.865860 41.072760 41.385110 41.592690 40.660160 40.245190 39.831290 41.796670 42.003560 41.900180
308.353851 -30.454679 157.019669  42.210320 42.313830 42.003560 41.900180
229.871597 -15.679018 151.271606  41.796670 42.003560 41.900180
284.091278 -20.676823 164.852570  41.385110 39.831290 41.796670 41.900180
217.177582 -15.178450 153.814423  41.072760 41.385110 41.796670 41.900180
222.488312 -15.676950 159.673737  39.417430 42.313830 40.660160 40.245190 39.831290 41.796670 41.900180
222.232758 -15.675228 160.240311  41.592690 41.796670 41.900180
215.579712 -15.109169 153.886795  41.385110 41.592690 41.796670 41.900180
215.517151 -15.105049 154.740311  41.592690 41.796670 41.900180
216.401520 -15.278552 154.614395  40.865860 41.385110 41.592690 40.660160 40.245190 39.831290 41.796670 41.900180
215.970917 -15.253449 154.941742  42.003560 41.900180
215.980148 -15.046649 153.451736  41.592690 41.796670 41.900180
217.567764 -15.291880 155.010498  40.865860 41.072760 41.385110 40.660160 42.003560 41.900180
227.954849 -15.859000 154.954620  40.865860 41.385110 41.592690 42.210320 42.313830 41.796670 42.003560 41.900180
286.324280 -26.425646 245.269608  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 40.660160 40.245190 39.831290 41.796670 42.003560 41.900180
297.757874 -32.543789 262.680695  39.417430 40.865860 41.072760 41.385110 41.592690 40.660160 40.245190 41.796670 41.900180
287.317627 -22.873169 202.205368  41.072760 41.385110 41.592690 42.210320 42.313830 41.796670 42.520590 43.140760 42.003560 41.900180
256.539032 -22.760868 168.007614  40.865860 41.385110 42.003560 42.934150 41.900180
223.092972 -15.916699 155.603043  39.417430 40.865860 41.072760 41.385110 41.592690 40.660160 38.899920 40.245190 39.831290 41.796670 41.900180
332.069031 -30.531408 287.440216  40.865860 41.592690 40.660160 41.796670 42.520590 41.900180
289.776489 -31.197109 242.690750  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 40.245190 41.796670 42.520590 41.900180
263.665894 -21.532961 164.926178  40.865860 41.072760 42.313830 40.660160 40.245190 41.796670 42.003560 42.934150 41.900180
214.785553 -15.155643 155.468018  41.592690 41.796670 41.900180
279.044067 -22.105001 232.997971  41.385110 41.796670 41.900180
214.085709 -16.277237 145.812714  41.796670 41.900180
220.444626 -16.359409 147.414566  41.592690 41.900180
310.644012 -31.027290 155.798065  42.520590 44.589150 45.416890 47.795800 48.002630 48.829380 48.519480 49.242780 47.485460 46.761380 42.934150
518.293457 -60.847572 308.645081  40.865860 41.385110 42.210320 42.313830 42.520590 42.003560 42.934150
227.140274 -15.832473 148.324753  43.140760 42.934150
226.980453 -16.909357 148.542908  43.140760 42.934150
225.683167 -15.740577 155.423248  43.140760 42.934150
442.164612 -63.723656 317.379303  42.313830 43.140760 42.934150
271.761963 -25.142727 168.953857  42.210320 42.520590 42.934150
245.336792 -18.088295 158.631851  43.140760 43.660340 43.971430 44.278660 42.934150
265.534973 -20.985489 165.991623  42.210320 42.313830 41.796670 43.140760 44.899580 44.589150 45.107140 42.003560 42.934150
349.937775 -28.721130 175.533981  42.313830 42.520590 47.485460 42.934150
225.271927 -16.710218 148.419006  43.140760 42.934150
226.788025 -15.720385 151.726212  43.140760 42.934150
227.125244 -18.593922 148.543137  43.140760 42.934150
260.116516 -27.908577 163.669785  40.865860 41.072760 39.831290 42.520590 43.140760 42.934150
285.456696 -22.712439 198.026825  42.210320 42.313830 43.140760 45.416890 42.003560 42.934150
261.930084 -30.186705 161.361053  41.385110 42.520590 42.934150
227.130905 -18.581656 148.335037  42.520590 43.140760 42.934150
226.898712 -15.698347 151.169708  42.313830 42.520590 42.934150
226.220444 -16.108627 156.175064  43.140760 42.934150
606.339600 -96.835953 474.723145  40.865860 41.072760 42.313830 40.660160 40.245190 39.831290 43.140760 44.278660 44.589150 42.934150
227.468307 -15.812262 154.690552  43.140760 42.934150
487.368103 -93.338890 148.654572  42.210320 43.140760 43.660340 42.934150
843.644348 -85.040047 242.382843  42.210320 42.313830 41.796670 42.520590 42.003560 42.934150
242.266388 -17.207027 157.633911  42.210320 42.313830 41.796670 43.140760 43.660340 42.934150
228.022583 -17.790289 146.855057  42.520590 43.140760 42.934150
257.718201 -29.145550 166.202957  40.865860 41.385110 41.592690 43.140760 42.934150
227.037643 -15.742855 154.123795  42.520590 43.140760 42.934150
226.738480 -15.864752 155.523911  43.140760 42.934150
263.851440 -27.152847 162.560837  42.210320 42.313830 42.003560 42.934150
222.908600 -18.389952 155.575012  42.520590 42.934150
339.340393 -39.095314 263.466034  42.313830 43.140760 43.971430 42.934150
228.026016 -18.017328 146.742218  43.140760 42.934150
247.273483 -21.193100 159.214722  43.140760 43.660340 42.934150
226.964294 -15.736602 154.091324  42.313830 42.520590 42.934150
225.641373 -15.630363 151.792587  42.520590 42.934150
232.420990 -16.395111 150.762146  42.313830 43.140760 42.934150
226.963699 -17.236586 148.182327  43.140760 42.934150
277.027100 -21.315765 220.308533  39.417430 40.865860 42.210320 40.660160 41.796670 42.003560 42.934150
225.357559 -16.888988 148.416519  42.313830 42.520590 42.934150
226.952881 -16.919550 148.562149  43.140760 42.934150
227.151001 -18.390379 147.722458  42.210320 42.313830 42.934150
230.903503 -16.225033 156.217911  43.140760 42.934150
267.516907 -27.625099 211.656662  43.140760 42.934150
237.024765 -16.665358 151.604294  41.592690 42.210320 42.313830 41.796670 43.140760 42.003560 42.934150
240.363815 -16.987249 157.168411  42.210320 42.520590 42.003560 42.934150
227.383896 -18.152161 147.282867  43.140760 42.934150
229.944214 -19.159235 149.575684  43.140760 42.934150
231.528809 -16.214272 156.141312  42.520590 42.934150
562.464661 -94.949478 555.674072  42.313830 42.520590 43.660340 42.934150
351.704468 -41.774147 274.071442  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 40.245190 39.831290 41.796670 42.520590 43.140760 43.660340 42.003560 42.934150
229.384155 -19.000122 149.593872  43.140760 42.934150
242.682236 -19.478567 179.878784  42.210320 42.313830 42.934150
494.638855 -88.603455 182.649063  42.210320 41.796670 42.520590 42.003560
228.663132 -15.964204 155.616287  42.210320 42.313830 42.520590 42.003560
218.665680 -15.042802 153.559097  42.210320 42.313830 42.003560
219.739655 -15.251851 154.198029  42.210320 42.313830 42.003560
219.588196 -15.522597 154.268570  42.210320 42.313830 42.003560
221.308746 -15.388877 154.456161  42.210320 42.313830 42.520590 42.003560
218.614639 -15.469528 154.160202  42.210320 42.313830 42.003560
281.484344 -25.457157 201.978958  41.072760 41.592690 41.796670 42.003560
259.388947 -24.692757 164.176437  42.210320 41.796670 42.520590 42.003560
295.878845 -23.987471 214.299088  42.210320 42.313830 42.520590 42.003560
259.973663 -26.755152 165.222595  42.210320 42.313830 42.520590 42.003560
336.596680 -35.004433 218.352386  41.072760 42.313830 42.520590 42.003560
218.366318 -15.180458 153.714630  42.210320 42.003560
218.199417 -15.131726 153.732910  42.210320 42.313830 41.796670 42.003560
218.620636 -16.281519 147.014832  42.210320 42.313830 42.003560
227.112961 -17.533180 148.227875  42.210320 42.520590 42.003560
219.028839 -15.003006 151.216537  42.210320 42.313830 42.003560
287.757782 -30.555517 251.365585  42.210320 42.313830 42.003560
481.887787 -74.092201 319.051208  34.244700 34.659100 34.866170 35.486280 35.900040 36.417070 37.040370 38.382320 39.417430 40.865860 41.072760 41.592690 40.660160 35.176790 38.899920 40.245190 39.831290 41.796670 42.003560
218.521378 -15.473286 154.096695  42.210320 42.313830 42.003560
219.491928 -15.657635 156.015671  42.210320 41.796670 42.520590 42.003560
419.679932 -46.445652 184.865387  41.385110 42.210320 42.313830 43.140760 50.069330 42.003560
239.588654 -17.140373 169.478439  42.210320 42.313830 42.003560
238.441330 -17.030312 169.382996  41.592690 42.313830 41.796670 42.003560
216.260345 -14.818107 153.104767  41.796670 42.003560
220.561920 -15.316068 154.366425  42.210320 42.313830 42.003560
259.501862 -24.202507 163.249710  41.072760 41.592690 42.210320 42.003560
309.759430 -25.808764 194.451965  41.592690 38.899920 40.245190 42.003560
289.221069 -28.503191 231.014816  39.417430 40.865860 40.660160 40.245190 41.796670 42.003560
288.133057 -23.262783 208.204193  42.210320 42.313830 42.003560
222.968292 -16.715096 155.470978  42.210320 42.313830 42.003560
296.278259 -24.056250 213.613037  40.865860 41.072760 41.385110 41.592690 42.313830 40.660160 42.520590 44.278660 42.003560
218.369736 -15.003137 153.598343  42.210320 42.003560
341.983368 -28.355188 197.501938  41.385110 42.210320 41.796670 42.003560
292.925110 -24.642042 200.401062  41.592690 41.796670 42.520590 42.003560
260.905121 -30.973660 162.643326  41.592690 42.520590 42.003560
219.249741 -15.375992 161.244843  41.385110 41.592690 42.003560
222.433197 -15.675378 159.651077  42.210320 42.313830 42.520590 42.003560
222.321030 -15.676009 160.061066  42.210320 42.313830 42.003560
741.119568 -124.403259 584.980469  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 40.245190 39.831290 42.520590 43.971430 44.589150 42.003560
296.381134 -22.808689 186.438431  41.385110 41.796670 43.971430 42.003560
307.586823 -32.278099 218.547119  41.385110 41.592690 41.796670 42.003560
218.644836 -15.053655 153.564835  42.210320 41.796670 42.003560
263.421417 -21.007021 196.270233  41.385110 41.592690 42.003560
369.128815 -29.532459 172.831375  42.210320 42.313830 41.796670 42.520590 50.483680 42.003560
222.836685 -15.541729 154.731277  41.592690 42.313830 41.796670 42.520590 42.003560
222.854156 -18.767267 155.826126  42.210320 42.313830 42.003560
219.617081 -15.662984 156.097824  42.210320 42.003560
217.210526 -15.164080 153.820801  42.210320 42.003560
349.138733 -27.764349 169.604462  41.385110 41.592690 42.210320 42.313830 41.796670 42.520590 42.003560
309.636414 -29.993561 275.110016  42.313830 42.003560
383.893768 -46.787369 180.016769  41.592690 41.796670 42.003560
217.634583 -15.326128 154.103683  41.385110 41.796670 42.003560
216.192337 -14.813000 153.137039  41.072760 41.385110 41.592690 41.796670 42.003560
330.460419 -35.761635 263.851349  41.072760 41.385110 40.660160 42.003560
243.201279 -18.609318 151.269516  41.592690 42.210320 42.313830 41.796670 42.003560
266.493134 -20.356682 168.313950  40.865860 41.385110 41.796670 43.971430 42.003560
419.400238 -57.273411 188.942764  41.592690 42.210320 42.313830 41.796670 45.416890 42.003560
221.958572 -15.479733 154.539078  40.865860 41.385110 42.210320 42.313830 41.796670 42.520590 42.003560
219.789627 -15.660597 156.252151  42.210320 41.796670 42.003560
277.098663 -21.987118 235.965897  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 40.660160 42.003560
299.085632 -30.086720 256.582245  40.865860 41.796670 42.003560
272.197540 -24.547388 218.119354  40.865860 41.796670 42.003560
220.472092 -15.322165 154.288956  42.313830 42.003560
285.841034 -30.340797 236.278854  40.865860 41.385110 42.210320 42.313830 40.245190 42.003560
267.146393 -27.837896 213.607666  42.210320 42.313830 42.003560
253.762527 -17.903063 153.240829  40.865860 41.072760 41.385110 41.592690 42.210320 40.660160 41.796670 42.520590 42.003560
226.047287 -15.850442 154.059143  42.210320 42.003560
218.211960 -14.990808 152.045959  41.796670 42.003560
221.119400 -15.299948 154.076813  42.210320 42.313830 42.003560
223.027054 -18.814716 155.920242  42.210320 42.313830 42.003560
223.287949 -15.665947 160.466949  42.210320 42.003560
216.194122 -14.885131 153.328232  41.385110 41.592690 42.003560
244.046036 -17.376207 157.057175  41.592690 41.796670 42.520590 42.003560
264.078369 -29.393646 162.429916  41.072760 41.385110 41.592690 42.313830 42.003560
319.249847 -28.462961 213.869400  36.417070 38.382320 40.865860 41.072760 41.385110 41.592690 40.660160 40.245190 39.831290 43.140760 44.278660 42.003560
320.219421 -35.733620 238.990448  40.865860 41.072760 41.385110 41.592690 42.210320 40.660160 40.245190 42.003560
288.523651 -26.759226 247.834152  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 40.245190 39.831290 41.796670 42.003560
306.358215 -33.728226 238.348282  42.210320 42.313830 41.796670 42.520590 42.003560
220.236404 -15.332392 154.364151  42.210320 42.313830 42.003560
330.681183 -35.334915 171.347260  41.385110 41.796670 42.003560
283.241577 -27.091419 205.166031  41.385110 41.592690 44.278660 44.589150 42.003560
226.044876 -15.662505 152.200607  40.865860 41.072760 41.385110 41.592690 42.313830 40.660160 40.245190 39.831290 41.796670 42.003560
221.884354 -15.343376 151.526535  42.210320 42.313830 42.003560
224.092026 -16.814751 156.063187  42.210320 42.313830 42.003560
261.180084 -21.076845 209.349426  42.210320 42.313830 40.660160 42.003560
275.711426 -25.661987 164.269592  41.072760 41.385110 41.592690 40.660160 42.520590 42.003560
223.718460 -15.417373 154.750336  42.210320 42.003560
219.642349 -17.145931 147.594788  42.210320 42.313830 42.003560
218.410172 -15.065579 150.896515  40.865860 41.072760 41.385110 40.245190 42.003560
221.409821 -15.378959 151.353287  42.210320 42.313830 42.003560
284.669769 -24.808313 241.271667  39.417430 40.865860 41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 40.245190 39.831290 41.796670 42.003560
227.767212 -15.683984 150.856506  41.385110 42.210320 42.313830 41.796670 42.003560
259.913116 -22.759981 166.842697  41.072760 41.796670 42.003560
221.434723 -15.695344 159.258057  42.210320 42.003560
282.850616 -25.636831 209.487823  42.210320 41.796670 42.520590 42.003560
1466.419556 -283.772400 1090.323486  43.140760 44.278660 44.589150 42.003560
306.835419 -28.786144 252.944046  40.865860 41.385110 42.313830 40.660160 42.520590 42.003560
265.099518 -22.702646 167.604324  41.072760 40.660160 40.245190 42.003560
357.659302 -37.978729 268.035339  40.865860 41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 40.245190 39.831290 42.520590 43.140760 42.003560
263.570160 -29.201082 162.283539  41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 41.796670 42.003560
219.855118 -15.254064 153.683060  40.865860 41.072760 41.385110 41.592690 42.003560
268.890411 -20.578184 192.696472  40.865860 41.072760 41.592690 42.210320 42.520590 42.003560
269.993164 -20.468065 164.120544  40.865860 41.072760 41.385110 41.592690 40.660160 40.245190 42.520590 42.003560
248.441345 -17.574150 155.019577  45.416890 45.107140
251.583313 -18.629116 151.509384  45.416890 45.107140
252.152786 -18.801012 151.162415  45.416890 45.107140
281.075897 -23.200266 176.364731  44.278660 44.589150 45.416890 45.107140
253.766693 -18.122149 158.645233  45.416890 45.107140
342.861786 -30.355762 193.132675  46.554470 48.829380 49.242780 46.037440 49.656580 50.483680 50.069330 46.761380 45.107140
247.522827 -17.488289 157.836075  45.416890 45.107140
244.804367 -18.545794 158.475372  45.416890 45.107140
252.316757 -18.949160 150.580139  44.899580 45.416890 45.107140
252.759109 -17.883471 152.732376  44.899580 45.107140
248.661957 -17.567003 152.467743  45.416890 45.107140
248.203522 -17.530760 154.304230  45.416890 45.107140
267.802612 -20.171230 164.050781  44.899580 44.589150 45.416890 45.107140
258.229858 -22.465132 167.856674  44.899580 45.107140
294.571167 -31.745464 217.403427  44.899580 44.589150 45.107140
251.784225 -18.690813 151.264694  45.416890 45.107140
252.158234 -18.815886 151.321548  44.899580 45.416890 45.107140
286.832306 -22.701841 180.798477  44.278660 44.589150 45.107140
280.882538 -23.252056 176.204773  44.278660 44.899580 44.589150 46.037440 45.107140
244.370850 -17.734339 158.512695  44.899580 45.107140
246.799011 -17.530954 157.994202  45.416890 45.107140
244.820694 -17.813286 158.207428  45.416890 45.107140
252.931671 -18.350449 164.136765  44.899580 45.416890 45.107140
250.407028 -18.715309 150.810913  45.416890 45.107140
247.377121 -17.515368 151.668549  44.899580 45.107140
244.525345 -17.192554 151.919128  44.899580 45.107140
253.341202 -19.807957 149.688324  44.899580 44.589150 45.416890 45.107140
252.860199 -17.897161 152.733398  44.899580 45.107140
244.662491 -17.212711 154.908325  44.899580 45.107140
248.503052 -17.570236 155.001465  45.416890 45.107140
248.667313 -17.592535 156.093994  45.416890 45.107140
248.087219 -17.549122 154.307343  45.416890 45.107140
265.879761 -20.120882 163.536301  43.660340 43.971430 44.899580 44.589150 45.107140
248.520416 -17.568996 157.827408  45.416890 45.107140
259.649353 -24.470636 170.220734  44.899580 44.589150 45.107140
280.657715 -23.810989 199.115585  44.899580 44.589150 45.416890 45.107140
283.251312 -22.269215 206.553268  43.971430 44.899580 44.589150 45.107140
245.109802 -17.371864 157.792572  44.899580 45.107140
246.623672 -17.427883 157.836029  44.899580 45.107140
247.612778 -17.514990 157.827820  44.899580 45.107140
247.332047 -17.606371 157.979645  44.899580 44.589150 45.416890 45.107140
250.302521 -18.715872 150.839340  44.899580 45.416890 45.107140
245.928741 -17.347641 152.041443  44.899580 45.107140
245.322525 -17.326391 151.718277  44.899580 45.107140
253.480774 -20.455761 149.361298  45.416890 45.107140
255.842682 -19.243942 153.220978  44.278660 44.899580 45.416890 45.107140
249.706085 -17.811012 151.900940  44.899580 45.416890 45.107140
244.417892 -17.233837 153.172302  44.899580 45.107140
253.071030 -17.982067 155.149292  45.416890 45.107140
259.915100 -18.906898 155.142761  44.899580 45.416890 46.554470 45.107140
248.100143 -17.541842 154.313858  45.416890 45.107140
496.797668 -87.588058 138.240723  44.278660 44.899580 44.589150 45.107140
769.729858 -167.902649 205.974442  46.554470 48.829380 48.519480 47.485460 45.107140
257.775665 -18.507761 158.888107  45.416890 46.037440 45.107140
248.603745 -17.563648 157.855576  45.416890 45.107140
265.805786 -20.224937 165.607742  44.899580 45.416890 45.107140
243.997452 -17.198547 157.670059  44.899580 45.107140
245.076965 -17.463263 157.868103  44.899580 44.589150 45.107140
418.965424 -55.174866 320.083344  44.899580 44.589150 45.107140
246.620773 -17.428028 157.848892  44.899580 45.107140
259.520844 -24.294306 169.189362  44.899580 44.589150 45.107140
262.130676 -25.741219 171.122131  44.899580 45.107140
250.174744 -18.659349 150.788025  44.589150 45.107140
259.676819 -24.156528 148.136124  44.899580 44.589150 45.107140
253.530746 -19.820154 149.638824  44.899580 44.589150 45.416890 45.107140
253.700180 -20.467039 149.275925  45.416890 45.107140
251.972839 -17.865221 152.723846  44.899580 44.589150 45.416890 45.107140
256.316193 -19.311737 152.074173  44.899580 45.416890 45.107140
256.556305 -19.291265 153.175232  45.416890 45.107140
249.769592 -17.812551 151.902145  44.899580 45.107140
250.135361 -17.815125 152.192764  44.278660 44.899580 44.589150 45.416890 45.107140
248.094910 -17.544479 154.314514  44.899580 45.107140
248.696976 -17.557678 154.747620  44.899580 45.107140
257.674438 -19.719521 151.635300  44.899580 45.107140
244.784668 -17.866646 158.382263  44.899580 45.416890 45.107140
245.988953 -17.717022 158.151947  45.416890 45.107140
260.830078 -25.261993 168.959106  44.899580 44.589150 45.107140
244.848816 -17.566586 162.366379  44.278660 44.899580 45.107140
260.025146 -24.294630 170.744949  44.899580 45.416890 45.107140
281.745209 -26.489880 199.749100  44.899580 45.107140
248.618317 -17.570515 154.394028  43.971430 44.278660 44.589150 45.107140
250.541351 -18.690201 150.770493  44.899580 44.589150 45.416890 45.107140
293.629669 -31.568548 216.310349  44.278660 44.899580 44.589150 45.107140
253.634415 -19.836525 149.610001  44.899580 44.589150 45.107140
245.471573 -17.319967 151.687622  44.899580 45.107140
251.976257 -17.852798 152.715393  44.899580 45.416890 45.107140
256.948944 -19.325176 153.157562  45.416890 45.107140
319.566528 -35.548233 150.957901  44.278660 44.589150 45.107140
249.612640 -17.817677 152.220840  44.278660 44.899580 44.589150 45.416890 45.107140
245.278702 -17.292749 154.946716  44.899580 45.107140
248.253082 -17.581915 155.163986  44.899580 44.589150 45.107140
245.035294 -17.296211 152.018982  44.899580 45.107140
247.822662 -17.471642 151.896988  44.899580 45.107140
244.711899 -20.338272 158.330109  44.899580 44.589150 45.107140
264.946106 -23.277493 164.124832  43.971430 44.278660 44.589150 45.416890 46.037440 45.107140
260.473969 -24.527544 169.897766  44.899580 44.589150 45.107140
260.347656 -24.606424 170.632431  44.899580 44.589150 45.107140
244.738815 -18.116581 158.372040  44.899580 45.416890 45.107140
245.099731 -18.053244 158.911285  45.416890 45.107140
244.180191 -18.463877 151.112167  44.899580 45.107140
245.314636 -17.286951 154.947647  44.899580 45.107140
248.326004 -17.567690 155.157410  43.971430 44.278660 44.589150 45.107140
316.591522 -34.521873 159.512955  44.899580 45.416890 46.554470 46.037440 45.107140
309.627350 -36.343353 155.038101  44.899580 44.589150 45.107140
319.612640 -34.995247 229.695190  44.899580 45.416890 45.107140
251.488831 -17.800615 152.641830  44.899580 45.107140
247.355728 -17.467026 151.971695  44.899580 44.589150 45.107140
247.378479 -17.595701 158.011459  43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 45.107140
248.203735 -17.568226 152.458221  44.899580 45.107140
244.144333 -18.039612 159.195740  44.899580 45.107140
244.365189 -17.728769 158.515366  44.278660 44.899580 45.107140
260.314789 -24.512011 169.765533  44.899580 44.589150 45.107140
248.658752 -17.565510 154.630341  44.278660 44.899580 45.107140
253.341370 -20.379009 149.406250  44.899580 45.416890 45.107140
252.803986 -18.922602 151.463150  44.899580 44.589150 45.416890 45.107140
375.550568 -46.668175 280.712097  44.278660 44.899580 44.589150 45.416890 45.107140
246.910141 -17.530031 152.045990  44.899580 45.107140
342.891571 -40.061874 161.459015  45.416890 45.107140
244.764282 -17.549965 162.328857  43.971430 44.278660 44.589150 45.107140
499.803040 -75.917213 356.901398  44.278660 44.899580 45.107140
246.194641 -17.399036 157.765976  44.899580 45.107140
246.000122 -17.719831 158.169037  44.899580 45.107140
250.568115 -17.795666 156.145416  43.660340 44.899580 44.589150 45.107140
251.975616 -17.873920 158.245346  43.971430 44.278660 44.899580 44.589150 45.416890 45.107140
244.163635 -18.035980 159.203766  44.278660 44.899580 44.589150 45.107140
275.821106 -27.965403 195.977829  44.278660 44.899580 45.107140
251.762466 -17.839096 152.746521  44.899580 45.416890 45.107140
246.333542 -17.442308 157.581497  44.899580 45.107140
249.678055 -17.643591 158.208878  44.899580 45.107140
249.209244 -17.778160 151.948151  44.589150 45.107140
249.772339 -17.799416 152.171143  43.971430 44.278660 44.899580 44.589150 45.416890 45.107140
244.901596 -17.819208 158.457199  44.278660 44.899580 44.589150 45.107140
244.853073 -18.161901 158.446503  43.971430 44.278660 44.589150 45.107140
278.522827 -21.191793 197.205566  44.278660 44.899580 44.589150 45.107140
278.085052 -21.056042 187.852493  43.140760 43.971430 44.278660 44.899580 44.589150 45.107140
253.213654 -20.272575 151.359283  44.278660 44.589150 45.416890 45.107140
248.507004 -17.567997 154.603058  43.971430 44.278660 44.899580 44.589150 45.107140
251.498154 -17.794790 152.641113  44.899580 45.416890 45.107140
246.038132 -17.360079 150.979248  44.899580 44.589150 45.107140
244.108307 -18.462618 151.138290  44.899580 45.107140
252.758423 -19.225380 150.790771  44.899580 44.589150 45.107140
254.483627 -20.240040 149.921204  44.899580 45.107140
246.291687 -17.715733 158.304504  44.899580 45.107140
244.004013 -18.459869 151.181381  44.899580 45.107140
251.661804 -17.958139 152.282547  45.416890 45.107140
251.567230 -18.654867 151.334061  43.971430 44.278660 44.899580 44.589150 45.107140
246.336899 -17.358599 157.648788  44.899580 45.107140
247.447311 -17.549767 157.905869  44.278660 44.589150 45.107140
252.907944 -17.949017 152.911697  44.899580 45.107140
257.394592 -18.403080 153.477982  44.278660 44.899580 44.589150 45.107140
266.514404 -19.804296 160.787933  44.899580 45.416890 45.107140
245.041000 -18.150501 158.559753  44.899580 45.107140
257.351807 -18.347477 156.507675  44.899580 44.589150 45.107140
244.199539 -17.677393 158.391907  44.278660 44.899580 45.107140
244.246887 -17.618671 158.413895  44.899580 45.107140
285.379242 -24.382311 195.360123  44.899580 45.107140
396.243958 -43.529408 296.324829  44.899580 45.107140
249.683472 -17.781013 152.194702  44.899580 44.589150 45.107140
250.055710 -17.793905 152.132050  44.899580 44.589150 45.107140
267.092468 -20.312878 163.986084  44.899580 44.589150 45.416890 45.107140
260.084473 -24.071615 170.007675  44.899580 44.589150 45.107140
279.031128 -21.187920 188.719376  43.660340 44.278660 44.899580 44.589150 45.107140
255.644409 -19.487612 151.819489  44.899580 44.589150 45.416890 45.107140
255.173508 -21.321709 150.920563  44.899580 45.107140
249.443069 -17.523682 154.611923  44.278660 44.899580 44.589150 45.107140
251.322586 -17.804665 152.640152  44.278660 44.899580 44.589150 45.107140
250.535950 -18.673256 150.787735  44.278660 44.899580 44.589150 45.416890 45.107140
270.274353 -19.583979 160.083359  47.175200 46.968250
328.739471 -29.099470 172.877991  46.554470 47.795800 48.002630 51.309660 47.175200 47.485460 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250
265.732117 -19.919916 163.496704  47.175200 47.485460 46.968250
266.200500 -19.918764 160.533966  47.795800 47.175200 47.485460 46.968250
270.179565 -22.301811 163.676788  47.175200 46.761380 46.968250
268.030548 -20.607271 163.106033  47.175200 46.968250
273.740570 -24.201056 148.298538  47.175200 47.485460 46.968250
277.173767 -23.120449 148.499191  48.002630 47.485460 46.968250
263.269501 -20.834753 151.796692  47.175200 46.761380 46.968250
275.274170 -20.437864 150.913528  47.795800 47.175200 47.485460 46.968250
266.831238 -19.138058 153.968552  47.175200 47.485460 46.968250
263.848724 -18.915985 155.319901  47.175200 46.968250
279.814819 -20.292356 157.380447  47.795800 48.002630 48.519480 47.175200 47.485460 48.209330 46.968250
352.419830 -27.651117 161.915009  47.795800 48.829380 48.519480 49.242780 51.309660 47.485460 49.656580 50.483680 50.069330 50.896200 46.968250
263.783020 -18.912731 156.568024  47.175200 46.761380 46.968250
266.808929 -19.177494 156.180161  47.175200 47.485460 46.968250
290.517120 -24.818943 151.629730  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 46.037440 47.175200 47.485460 49.656580 48.209330 46.761380 46.968250
311.746063 -33.091526 156.027695  47.795800 48.002630 48.829380 48.519480 49.242780 47.485460 46.968250
371.891113 -33.058102 164.254074  47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.968250
290.261475 -24.730375 152.497192  47.795800 48.002630 48.829380 48.519480 49.242780 47.175200 47.485460 48.209330 46.968250
266.620270 -19.884844 160.384293  47.175200 47.485460 46.761380 46.968250
298.775116 -22.761606 167.121201  46.554470 47.795800 48.002630 47.175200 47.485460 48.209330 46.761380 46.968250
266.388763 -19.975155 163.259613  47.175200 46.968250
266.535156 -22.220366 160.322937  47.175200 46.968250
269.078705 -24.522430 163.125336  46.761380 46.968250
266.622314 -19.882063 160.399918  46.554470 47.175200 47.485460 46.761380 46.968250
270.085999 -19.535658 159.986984  46.761380 46.968250
728.182739 -148.015808 298.036804  48.829380 49.242780 51.309660 49.656580 50.069330 50.896200 46.968250
333.054016 -29.703661 173.873734  46.554470 47.795800 48.002630 47.175200 47.485460 46.761380 46.968250
339.841156 -30.112799 199.519485  48.002630 51.309660 47.175200 48.209330 46.761380 46.968250
504.811371 -59.803680 217.673981  47.795800 48.002630 48.519480 47.175200 47.485460 48.209330 46.968250
509.312500 -68.977478 215.381958  49.656580 50.483680 50.896200 46.968250
265.068085 -19.079744 159.546387  46.554470 47.175200 46.761380 46.968250
263.786346 -19.335321 163.600830  47.175200 46.968250
296.663940 -23.758894 172.961945  47.795800 48.002630 48.829380 48.519480 49.242780 47.175200 46.968250
268.277130 -20.624239 163.230209  47.175200 47.485460 46.968250
763.819946 -153.166229 349.790222  47.795800 48.002630 48.829380 49.242780 49.656580 48.209330 50.069330 46.968250
267.413635 -20.570053 163.793320  47.175200 47.485460 46.968250
270.657562 -23.718441 148.078171  47.175200 46.968250
272.261871 -24.249233 148.070480  46.554470 47.175200 46.968250
