-0.198309 1.527699 10.382841  0.311075 0.414692
24.573078 -1.326918 245.754868  47.591510 48.006070 47.176650 48.420530 48.835360
13.830751 -4.407434 244.622284  46.761680 47.591510 48.006070 47.176650 48.835360
15.868491 -4.332321 244.622421  48.006070 48.420530 48.835360
16.203941 -4.049692 244.952545  48.420530 48.835360
19.481434 -3.150917 247.567841  48.420530 48.835360
17.992598 -2.280573 244.303680  48.420530 48.835360
20.800587 -2.507821 232.626190  48.420530 48.835360
23.795168 -0.922973 243.713013  48.420530 48.835360
19.920130 -4.123372 247.422531  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360
21.382124 -2.183847 247.452072  47.591510 47.176650 48.420530 48.835360
21.649929 -1.878684 245.017365  48.006070 48.420530 48.835360
24.154095 -1.731526 243.159302  48.420530 48.835360
23.991930 -1.704595 242.577789  47.591510 48.006070 48.835360
18.460270 -2.604424 232.679001  48.420530 48.835360
22.961073 -1.049320 244.690735  47.176650 48.420530 48.835360
21.863211 -1.146004 244.737701  47.591510 48.006070 48.420530 48.835360
16.473732 -4.017187 247.192490  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360
18.924263 -4.083658 247.290176  48.006070 48.420530 48.835360
2.176316 -6.276022 230.792648  44.580030 45.410680 46.761680 47.591510 48.006070 48.420530 48.835360
21.733635 -2.102493 247.616211  48.006070 48.835360
20.319902 -2.807633 247.409958  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360
17.231676 -4.304898 244.341232  46.761680 47.591510 48.006070 47.176650 48.420530 48.835360
15.095079 -4.107329 245.114273  48.420530 48.835360
16.419861 -4.614011 246.099503  43.957960 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350 48.835360
16.896500 -2.260197 247.569489  48.006070 48.420530 48.835360
24.608612 -1.727670 242.873306  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350 48.420530 48.835360
21.822620 -2.324641 247.609589  48.006070 48.420530 48.835360
-51.862617 -6.008280 240.406021  48.006070 47.176650 48.420530
21.816765 -1.273363 244.522919  48.006070 48.420530
-70.118179 -8.102682 228.830505  45.410680 47.591510 48.006070 48.420530
-53.375763 -4.608649 226.501770  46.761680 47.591510 48.006070 47.176650 48.420530
25.846132 -1.926777 247.955292  48.006070 48.420530
25.433619 -4.355230 247.881775  48.006070 48.420530
23.788414 -4.248747 247.626740  48.006070 48.420530
26.705238 -1.634964 247.904572  48.006070 48.420530
26.698261 -1.957600 247.883636  47.591510 48.006070 48.420530
28.947483 -1.245945 244.986099  48.006070 48.420530
23.900627 -4.120405 247.581055  48.006070 48.420530
28.757610 -1.027489 243.070114  48.006070 48.420530
28.442211 -1.125111 243.683685  48.006070 48.420530
18.604086 -5.576750 247.308090  47.591510 48.006070 48.420530
25.810955 -1.908088 247.994675  46.761680 47.591510 47.176650 48.420530
23.388283 -1.839314 247.645767  48.006070 48.420530
22.701900 -1.806551 247.686951  48.006070 48.420530
25.355846 -3.298201 248.146179  46.761680 47.591510 48.006070 47.176650 48.420530
21.912401 -4.241688 247.805588  48.006070 46.346350 48.420530
28.757156 -1.079982 243.116119  48.006070 48.420530
25.465446 -1.048905 240.587906  48.006070 48.420530
29.034077 -1.248360 238.916351  48.006070 48.420530
23.312540 -2.946224 232.883743  48.006070 48.420530
25.344337 -4.354035 247.947495  48.006070 48.420530
21.312271 -2.269903 247.297806  48.006070 48.420530
20.118031 -2.653401 247.540512  48.006070 48.420530
14.644004 -3.749567 244.257919  47.591510 48.006070 48.420530
25.276541 -1.027690 240.536880  47.591510 48.006070 48.420530
25.450729 -4.329315 247.921188  47.591510 48.006070 48.420530
19.202330 -3.818644 232.601471  47.591510 48.006070 47.176650 48.420530
23.645956 -4.262379 247.676666  47.591510 48.006070 47.176650 48.420530
24.442129 -4.027163 232.922485  47.591510 48.006070 48.420530
28.532730 -1.146862 243.651382  48.006070 48.420530
9.638414 -5.703814 231.550232  47.591510 48.006070 48.420530
28.809484 -1.442570 238.885895  47.591510 48.006070 48.420530
26.430265 -1.927056 248.034729  48.006070 48.420530
-59.681747 -6.074707 240.220963  44.580030 45.410680 45.826510 47.176650 48.420530
15.995375 -4.034033 244.959183  44.580030 44.995090 45.410680 48.006070 47.176650 48.420530
20.229918 -2.813762 247.439423  45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
9.719706 -5.677664 231.597549  47.591510 48.006070 48.420530
25.528097 -3.295033 248.121857  44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
19.762684 -1.959974 238.030792  47.591510 48.006070 48.420530
23.644770 -3.192098 247.717911  47.591510 48.006070 48.420530
23.259541 -2.349699 232.767532  47.591510 48.006070 48.420530
23.224360 -1.091577 244.590408  43.957960 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
22.149937 -1.178314 244.677002  44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
28.597969 -1.217191 245.052994  47.591510 48.006070 48.420530
19.877731 -4.148858 247.451492  47.591510 48.006070 47.176650 48.420530
28.816437 -1.443922 238.886383  47.591510 48.006070 48.420530
25.749880 -4.421985 233.011139  45.410680 46.761680 47.591510 48.006070 47.176650 48.420530
15.959871 -4.203964 247.170563  43.957960 44.995090 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
17.661888 -3.082336 247.085449  46.761680 47.591510 48.006070 48.420530
23.440781 -1.831775 247.643921  47.591510 48.006070
21.442514 -2.372172 247.287704  47.591510 48.420530
24.590771 -0.977511 242.822525  48.006070 48.420530
23.987770 -1.673992 246.281082  48.006070 48.420530
15.922329 -3.958713 244.773209  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350 48.420530
16.472012 -4.293700 244.446518  44.580030 44.995090 45.410680 46.761680 47.591510 48.006070 47.176650 48.420530
9.984354 -5.622337 231.685440  47.591510 48.006070 48.420530
23.425606 -4.121279 233.389175  48.006070 48.420530
22.241020 -1.191132 244.669312  47.591510 48.006070 48.420530
21.919968 -4.246076 247.853729  43.957960 44.580030 44.995090 45.410680 46.761680 48.006070 46.346350 48.420530
23.416767 -3.181780 247.796387  48.006070 48.420530
25.855524 -1.612942 248.117432  48.006070 48.420530
25.739853 -1.882589 248.109528  46.761680 47.591510 48.006070 47.176650 48.420530
16.754162 -4.211778 246.960266  47.591510 48.006070 48.420530
14.170122 -4.672619 244.565216  45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
28.922270 -1.531866 246.050034  48.006070 48.420530
22.146589 -1.450845 247.565857  47.591510 48.006070 47.176650 48.420530
22.487362 -1.765400 247.856552  47.591510 48.006070 47.176650 48.420530
-25.814409 -5.408434 229.250626  44.580030 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
19.913031 -2.290767 247.201019  46.761680 48.006070 47.176650 46.346350 48.420530
0.970981 -0.399751 240.136627  46.761680 47.176650 48.420530
16.324278 -3.091783 247.489746  48.006070 48.420530
21.768908 -3.918535 232.616333  48.006070 48.420530
18.229399 -2.574066 232.505844  48.006070 48.420530
10.122273 -5.804149 231.813065  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
25.963257 -1.897288 247.971588  47.591510 48.006070 48.420530
-57.322231 -8.247414 231.998932  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
18.276850 -4.120628 247.573639  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
24.336813 -1.709804 242.887878  44.995090 45.826510 46.761680 47.591510 48.420530
20.948792 -2.562048 232.575378  48.006070 48.420530
22.299395 -2.595576 232.903107  47.591510 48.006070 48.420530
10.505729 -3.630625 231.881760  44.580030 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
23.371424 -1.288867 243.888947  45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
24.481911 -1.732701 243.000824  44.580030 45.826510 46.761680 47.591510 48.006070 47.176650 48.420530
28.805887 -1.428288 238.875107  48.006070 48.420530
16.170315 -4.026434 247.244843  45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
16.122248 -3.028605 244.368500  47.591510 48.006070 48.420530
13.981117 -2.588647 244.117706  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
15.933994 -2.322608 247.840790  47.591510 48.006070 48.420530
21.840982 -1.424176 247.665085  47.591510 48.006070 47.176650 48.420530
22.432758 -1.774621 247.818573  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530
22.189041 -2.116172 247.425110  48.006070 48.420530
-5.973550 -5.879383 235.705399  46.761680 47.176650 48.420530
-51.641201 -5.089840 242.649872  46.761680 47.176650 48.420530
23.566727 -1.187551 244.453934  47.591510 48.006070 47.176650 48.420530
23.205259 -3.194936 247.868149  48.006070 48.420530
25.537386 -3.275638 248.122757  47.591510 48.006070 47.176650 48.420530
14.402462 -3.709777 232.205185  45.826510 47.591510 48.006070 47.176650 46.346350
19.603149 -3.815294 232.798874  46.761680 47.591510 47.176650 46.346350
-2.835993 -11.446920 248.604797  44.995090 45.410680 45.826510 46.761680 46.346350
28.957577 -1.100709 243.135345  46.761680 47.591510 48.006070 47.176650 46.346350
40.707642 -1.455630 243.903992  46.761680 46.346350
39.614941 -1.418474 243.841019  46.761680 46.346350
33.873573 -1.521795 245.502899  47.591510 47.176650 46.346350
34.814953 -1.186968 243.328033  45.826510 46.761680 47.176650 46.346350
34.365528 -1.188580 243.699463  45.826510 46.761680 47.591510 46.346350
40.593407 -1.394356 240.161682  46.761680 46.346350
32.071968 -6.703530 253.337082  45.826510 46.761680 46.346350
17.226164 -4.840076 246.188217  45.410680 45.826510 46.346350
19.902096 -5.917470 247.399185  46.761680 47.591510 48.006070 47.176650 46.346350
-111.899689 -11.018026 224.601242  46.761680 47.176650 46.346350
26.466555 -1.923186 247.931549  46.761680 47.591510 48.006070 47.176650 46.346350
41.880131 -1.510743 241.458542  46.761680 46.346350
14.400786 -2.834220 246.751587  43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
15.822504 -5.573652 246.196030  44.995090 45.410680 45.826510 46.346350
22.996258 -1.221076 243.881912  46.761680 47.591510 48.006070 47.176650 46.346350
32.454803 -1.490986 245.363144  47.591510 46.346350
40.692089 -1.424301 243.364502  46.761680 46.346350
27.054230 -4.335204 247.828003  45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
30.376379 -4.456644 248.091324  46.761680 47.591510 48.006070 47.176650 46.346350
38.978432 -1.418486 238.901352  46.761680 46.346350
39.413284 -1.393638 240.342834  46.761680 46.346350
40.133381 -2.834027 236.743988  46.761680 46.346350
33.675606 -1.716345 235.484192  46.761680 47.591510 47.176650 46.346350
40.466850 -1.425534 238.113831  46.761680 46.346350
-4.895491 -13.257721 230.819809  44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
29.452606 -5.748179 233.229248  46.761680 47.176650 46.346350
30.158731 -6.843116 233.091171  46.761680 46.346350
19.234079 -6.680700 232.612289  47.591510 47.176650 46.346350
33.761524 -4.160339 233.687180  45.826510 46.761680 47.176650 46.346350
40.631664 -1.625545 235.020126  46.761680 46.346350
40.176502 -1.948591 235.529922  46.761680 46.346350
40.214027 -2.782996 235.547974  46.761680 46.346350
39.903393 -4.525610 234.133835  45.826510 46.761680 46.346350
39.497456 -1.435489 242.619995  46.761680 46.346350
32.191898 -3.465007 252.561234  45.826510 46.761680 46.346350
34.038216 -2.594994 248.725021  47.176650 46.346350
32.459976 -2.638088 248.438232  45.826510 46.761680 47.591510 47.176650 46.346350
40.938812 -1.461036 240.195160  46.761680 46.346350
15.762548 -7.593304 245.624619  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
-48.127216 -5.858043 228.534775  45.826510 46.761680 46.346350
22.383980 -5.647912 246.845703  46.761680 47.176650 46.346350
38.321365 -3.705364 250.336609  45.826510 46.346350
16.433872 -4.541044 246.046143  45.410680 46.761680 47.591510 47.176650 46.346350
32.151192 -3.534881 252.093353  46.761680 47.176650 46.346350
32.149307 -4.220402 252.095230  45.410680 45.826510 46.761680 47.176650 46.346350
35.590744 -1.310647 241.552383  45.826510 46.761680 47.176650 46.346350
26.365355 -7.184078 247.933273  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
18.603481 -9.111504 248.351593  44.580030 45.410680 45.826510 46.761680 46.346350
28.024725 -6.416601 248.489334  46.761680 47.176650 46.346350
23.574623 -4.238260 247.639603  46.761680 47.591510 48.006070 47.176650 46.346350
30.538273 -4.445862 248.020691  46.761680 47.591510 47.176650 46.346350
28.145786 -2.044651 236.100937  44.580030 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
43.670689 -1.566281 241.551010  45.826510 46.346350
39.695847 -1.406883 239.000809  46.761680 46.346350
40.670647 -1.426152 238.989487  46.761680 46.346350
-2.303636 -12.179358 228.248718  44.995090 45.826510 46.761680 47.176650 46.346350
30.697392 -6.768190 233.323318  46.761680 46.346350
18.442730 -6.752159 232.344696  44.580030 46.761680 47.591510 47.176650 46.346350
40.235500 -1.957376 235.574036  46.761680 46.346350
40.163170 -2.416798 235.893738  45.826510 46.761680 46.346350
40.609554 -2.457986 233.583176  44.995090 45.410680 46.346350
39.905888 -4.540742 234.146759  46.761680 46.346350
40.203846 -2.892977 236.490463  46.761680 46.346350
40.170815 -2.892135 235.366486  46.761680 46.346350
37.785145 -4.283864 233.901627  45.826510 46.761680 46.346350
38.609833 -3.693620 250.185654  45.410680 45.826510 46.346350
38.360554 -3.742882 250.553787  45.826510 46.346350
15.486745 -7.667867 245.658951  44.995090 45.826510 46.761680 47.591510 47.176650 46.346350
19.591349 -4.108285 247.430130  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
21.377455 -2.768399 244.359924  46.761680 47.176650 46.346350
-8.274515 -6.453575 245.186401  43.957960 46.761680 47.591510 48.006070 47.176650 46.346350
32.376472 -5.248487 252.543243  45.826510 46.761680 46.346350
32.143147 -5.978268 252.731262  43.440050 45.410680 45.826510 46.761680 46.346350
41.859493 -2.601726 233.614090  45.410680 46.346350
25.885418 -1.875916 248.046753  46.761680 47.591510 48.006070 47.176650 46.346350
21.318974 -2.377002 246.979187  44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
21.585203 -2.080853 247.557968  46.761680 47.591510 48.006070 47.176650 46.346350
37.598175 -4.529476 251.174332  45.826510 46.346350
16.673422 -5.502394 246.020081  45.826510 46.761680 47.176650 46.346350
35.222851 -2.754368 248.724274  46.761680 47.176650 46.346350
31.830555 -3.122316 252.986038  45.826510 46.761680 46.346350
34.084789 -1.543793 245.457306  46.761680 47.176650 46.346350
28.855377 -1.071534 243.176300  46.761680 47.591510 48.006070 46.346350
29.507769 -1.058698 242.216019  44.580030 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
17.451082 -0.756147 244.179840  43.957960 44.580030 45.826510 46.761680 46.346350
34.421043 -1.203412 243.693130  44.995090 45.410680 45.826510 47.176650 46.346350
44.195145 -1.569670 242.424942  45.826510 46.346350
19.412510 -6.939622 247.415451  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
19.283106 -9.013085 248.258789  43.957960 44.580030 44.995090 45.826510 46.346350
30.064039 -4.455986 248.139114  45.410680 45.826510 46.761680 47.176650 46.346350
15.730153 -6.866967 247.231140  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
15.811244 -8.752599 245.330978  44.580030 44.995090 45.410680 46.761680 47.176650 46.346350
31.139204 -2.176533 239.040588  44.995090 45.410680 45.826510 46.761680 46.346350
32.089081 -2.132363 238.008301  46.761680 47.176650 46.346350
39.350010 -1.387733 240.325958  45.826510 46.761680 46.346350
40.212189 -2.694146 236.791733  46.761680 46.346350
38.900394 -1.394675 238.835510  44.995090 45.410680 45.826510 46.761680 46.346350
40.442135 -1.392110 238.916336  45.826510 46.761680 46.346350
-5.297904 -13.297810 230.736877  44.995090 45.410680 45.826510 46.761680 46.346350
-42.714664 -5.697780 225.005630  44.580030 44.995090 45.410680 45.826510 46.346350
33.473385 -5.997001 233.563782  46.761680 46.346350
18.137663 -6.773986 232.288452  44.580030 45.826510 46.761680 46.346350
21.489222 -6.825293 232.613174  44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
-1.588149 -12.628914 228.418472  45.410680 45.826510 46.761680 46.346350
24.370531 -6.943318 232.775162  44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
40.049988 -2.843632 236.706375  45.826510 46.761680 46.346350
33.466431 -4.165101 233.549973  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
18.371225 -3.812880 232.385056  44.995090 45.826510 46.761680 47.591510 47.176650 46.346350
21.691877 -3.904884 232.665421  44.995090 45.410680 45.826510 47.591510 46.346350
40.630733 -1.666292 234.441254  45.826510 46.761680 46.346350
40.287922 -2.732271 234.474686  45.410680 46.761680 46.346350
39.317001 -2.013278 236.001495  45.410680 46.346350
40.186691 -1.959211 235.560349  46.761680 46.346350
40.280598 -2.334705 235.464172  45.410680 45.826510 46.346350
40.615520 -1.991914 234.032242  45.410680 45.826510 46.346350
40.835403 -1.705822 233.540558  45.410680 45.826510 46.346350
36.913620 -5.971266 233.865417  45.826510 46.346350
40.069164 -2.884737 236.422714  44.995090 46.761680 46.346350
40.244492 -2.906707 235.399933  45.410680 45.826510 46.761680 46.346350
40.529324 -5.080817 234.003754  44.995090 45.410680 45.826510 46.346350
40.643444 -3.044127 232.260696  45.826510 46.346350
-29.552515 -5.840360 244.067459  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
16.577627 -2.893787 246.596985  44.580030 46.761680 47.176650 46.346350
16.205368 -3.957391 247.209030  45.826510 46.761680 47.591510 48.006070 46.346350
14.408878 -3.382176 246.743179  43.957960 45.410680 45.826510 46.346350
15.357432 -4.873969 246.298798  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
16.351400 -6.797130 247.136032  43.957960 45.826510 46.761680 47.176650 46.346350
13.619666 -6.926031 247.035553  44.580030 45.410680 46.761680 47.591510 47.176650 46.346350
26.748926 -1.403496 247.127380  46.761680 47.176650 46.346350
22.949080 -1.767783 247.720459  46.761680 47.591510 47.176650 46.346350
-7.953091 -2.524316 243.779938  44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
16.246824 -5.327394 246.038223  44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
36.335369 -2.759470 249.161148  43.957960 44.580030 44.995090 45.410680 46.346350
35.312439 -2.740114 248.807053  47.176650 46.346350
47.215237 -2.696806 244.550415  45.826510 46.346350
32.458290 -6.641275 253.100769  45.410680 45.826510 46.346350
38.483227 -3.691636 250.244904  45.410680 45.826510 46.346350
31.877460 -6.856461 252.845840  43.440050 43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
32.179989 -3.549394 252.066422  45.410680 45.826510 46.761680 47.176650 46.346350
44.870945 -1.648940 243.731308  45.826510 46.346350
28.621166 -1.059785 243.182663  44.580030 44.995090 45.410680 46.761680 47.591510 48.006070 46.346350
19.950878 -0.968051 244.131912  43.957960 44.580030 46.761680 47.176650 46.346350
34.756741 -1.245767 243.694519  46.761680 47.176650 46.346350
44.278610 -1.579720 242.430695  45.826510 46.346350
44.127594 -1.589032 242.843872  45.826510 46.346350
25.656054 -6.237411 248.038040  46.761680 47.176650 46.346350
29.386595 -7.354703 248.231888  44.580030 44.995090 45.410680 45.826510 46.346350
25.596827 -3.301449 248.106079  45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
29.755733 -4.446891 248.208221  46.761680 47.176650 46.346350
-2.789469 -12.565353 249.201370  45.410680 45.826510 46.761680 47.176650 46.346350
16.686123 -8.614314 245.210541  45.410680 46.761680 46.346350
39.642109 -1.475718 239.055786  46.761680 46.346350
31.615622 -2.097419 237.895248  46.761680 47.176650 46.346350
35.717415 -1.338637 241.500259  44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
39.529808 -1.408712 240.355255  44.580030 44.995090 45.826510 46.761680 46.346350
40.483730 -1.518916 236.973633  44.995090 45.410680 45.826510 46.761680 46.346350
40.081276 -2.589949 236.717453  44.580030 45.410680 45.826510 47.176650 46.346350
40.539268 -1.417831 238.971237  46.761680 46.346350
9.838814 -5.959417 231.749680  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
18.604671 -6.701881 232.455292  45.410680 46.761680 47.176650 46.346350
33.011818 -4.163689 233.379105  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
40.526249 -1.596166 234.912766  45.410680 45.826510 46.346350
40.455330 -1.627162 234.323044  45.410680 46.346350
41.900574 -1.734579 233.602280  45.410680 45.826510 46.346350
40.590931 -2.008452 234.004013  44.995090 45.410680 45.826510 46.346350
40.888222 -2.634623 233.504379  45.826510 46.346350
40.149368 -2.906256 235.366394  45.826510 46.346350
40.690948 -4.139872 234.111847  45.410680 45.826510 46.346350
40.623154 -5.050168 234.064651  45.410680 45.826510 46.346350
40.813240 -3.052457 232.372086  45.826510 46.346350
37.748371 -4.289563 233.894974  44.995090 45.410680 45.826510 46.761680 46.346350
22.903591 -2.555099 246.686966  46.761680 47.591510 46.346350
17.805717 -2.906300 246.428452  44.580030 45.410680 47.176650 46.346350
38.061069 -3.801409 251.295593  45.826510 46.346350
41.942066 -1.506994 238.161026  44.995090 45.410680 45.826510 46.346350
40.211884 -1.695807 236.774612  44.995090 45.410680 45.826510 46.761680 46.346350
40.285812 -2.611757 236.812134  45.410680 45.826510 46.346350
26.809532 -7.109639 232.800583  44.580030 44.995090 45.826510 46.346350
29.791058 -4.453178 248.185272  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
39.443943 -1.454250 239.040909  46.761680 46.346350
39.475624 -1.458312 237.962402  44.580030 45.410680 46.346350
28.357485 -2.015190 236.110535  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
-14.753735 0.703491 235.393066  44.995090 45.410680 45.826510 48.006070 46.346350
43.972481 -1.534049 242.451019  44.995090 45.826510 46.346350
40.300507 -1.614273 235.294220  46.761680 46.346350
25.870960 -3.317795 248.040405  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
40.260006 -2.909886 235.400574  44.995090 45.410680 45.826510 46.761680 46.346350
43.884007 -1.612368 241.571075  45.826510 46.346350
40.138771 -2.860878 236.746704  44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
28.895201 -4.307553 233.295578  46.761680 47.591510 46.346350
31.690062 -6.890187 252.960373  43.440050 43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
32.272213 -3.077012 252.739807  45.410680 45.826510 46.761680 46.346350
21.728920 -3.878481 232.692627  45.410680 45.826510 46.761680 48.006070 47.176650 46.346350
37.573219 -1.358459 239.189240  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
30.845797 -2.175848 238.970123  45.826510 46.761680 47.591510 47.176650 46.346350
32.833576 -1.529830 245.230362  46.761680 47.176650 46.346350
35.392738 -1.364795 243.662064  46.761680 46.346350
21.897139 -1.161091 244.721878  43.957960 44.580030 44.995090 45.410680 45.826510 47.591510 48.006070 46.346350
5.790871 -7.717077 230.935944  45.826510 46.761680 47.591510 47.176650 46.346350
25.946369 -6.211074 247.965805  45.826510 46.761680 47.176650 46.346350
19.787359 -6.935153 247.377609  44.580030 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
26.740593 -7.119804 247.831268  44.995090 45.410680 45.826510 46.761680 46.346350
23.883265 -6.977262 247.498947  43.957960 44.580030 44.995090 45.410680 46.761680 46.346350
17.839361 -6.756865 232.225601  44.580030 45.410680 46.761680 47.176650 46.346350
20.877602 -6.846621 232.451660  44.995090 46.761680 46.346350
24.341465 -6.927644 232.752579  44.580030 45.826510 46.761680 47.176650 46.346350
26.914404 -0.900889 243.239136  43.957960 44.580030 44.995090 45.826510 46.761680 46.346350
30.950172 -1.252322 242.242401  46.761680 47.176650 46.346350
6.982704 -1.276281 240.879929  44.580030 45.826510 47.591510 48.006070 47.176650 46.346350
41.709160 -2.634417 233.397568  44.995090 45.410680 45.826510 46.346350
40.457069 -1.645701 233.313080  45.826510 46.346350
40.657734 -2.695543 234.004883  44.995090 46.346350
40.644012 -2.629963 233.322906  44.995090 45.410680 45.826510 46.346350
-2.224203 -12.328746 249.100266  44.580030 44.995090 45.410680 45.826510 46.346350
18.036713 -8.430546 245.125977  44.995090 45.410680 46.346350
9.593091 -5.954319 231.720657  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
38.083939 -4.481002 251.061127  45.410680 45.826510 46.346350
13.571096 -4.951133 246.454208  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
38.536049 -4.210155 251.069702  45.826510 46.346350
5.773434 -4.781824 243.382034  44.995090 45.410680 45.826510 46.761680 48.006070 46.346350
21.339640 -1.977005 247.638977  46.761680 47.176650 46.346350
38.119049 -4.473615 251.070068  45.410680 45.826510 46.346350
38.400303 -4.554816 250.426987  43.440050 45.410680 45.826510 46.346350
40.629078 -4.139632 234.063065  44.995090 45.410680 45.826510 46.346350
40.588753 -5.092727 234.021698  44.995090 45.410680 45.826510 46.346350
40.071461 -2.604584 236.704773  44.580030 45.410680 45.826510 47.176650 46.346350
40.764954 -3.090186 232.289871  45.410680 45.826510 46.346350
40.505665 -2.928981 235.494705  45.826510 46.346350
40.395657 -1.604515 234.828064  45.826510 46.761680 46.346350
39.430977 -1.495572 234.948853  45.410680 46.346350
36.008770 -1.374879 241.512360  44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
38.434200 -1.331451 238.736450  44.580030 44.995090 45.410680 46.346350
40.347389 -1.499739 238.181213  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
36.938881 -1.288860 239.094254  44.995090 45.410680 45.826510 46.761680 46.346350
32.405472 -2.176690 238.110825  46.761680 47.176650 46.346350
27.061056 -4.334124 247.802719  45.410680 45.826510 46.761680 48.006070 47.176650 46.346350
20.059408 -4.095073 247.307526  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
32.451271 -3.565371 251.945496  45.410680 46.761680 46.346350
32.238461 -4.191922 252.065109  43.440050 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
32.163040 -4.025771 252.082062  45.410680 45.826510 46.346350
-0.981024 -11.144716 228.400574  45.410680 45.826510 46.761680 47.176650 46.346350
22.879778 -1.170802 244.742783  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
18.346085 -6.060591 247.573013  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
27.233320 -7.038964 247.705933  43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
35.923916 -2.770844 248.590073  46.761680 46.346350
28.556011 -1.211928 243.464478  44.580030 45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
24.237812 -1.714685 242.970718  44.580030 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
18.591415 -3.766412 232.439697  45.826510 46.761680 47.591510 47.176650 46.346350
20.948002 -3.855668 232.465118  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
7.353697 -6.302280 247.103302  43.957960 44.580030 45.410680 45.826510 46.346350
16.973469 -7.548655 245.559647  44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
10.599075 -3.706302 231.959793  44.580030 44.995090 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
40.650036 -2.057656 234.020187  44.995090 45.410680 45.826510 46.346350
